,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_sqr,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqrt,aleatorio2_log,Beneficio
2494,0.2,0.37,80.0,0.319,1.00368,3.88,0.61,10.2,3,4.8,B,*,Reg 1,0.0,0.9684450260989288,0.15445006224508573,8.613207380731344,22.34154720337408,28.574648580696387,15.630633326636787,1.3679831993828697,2.0143560861252654,9.879599876929896,1.6979582451334554,1.6712221139600012,6.663305479210954,1.8340076079151508,-0.6315872225066744,679
2495,0.26,0.49,48.9,0.02,0.99239,3.25,0.75,11.3,2,6.29,B,****,Reg 2,0.0,0.84279244104131,0.8719925274613308,9.078687318708582,25.729692801047534,19.452752317002126,9.010807981213071,1.3223428547671308,1.7657391619181761,10.84624989135051,1.787168120432723,1.3645593560288818,12.91291811705386,1.7108760222336672,1.0994396259067531,875
2496,0.24,0.49,5.8,0.071,0.94423,3.91,1.55,17.0,2,5.71,R,**,Reg 3,7.142857142857142,0.960549689558262,0.5438731222610195,8.922166332698326,25.729692801047534,9.701715462000406,10.011787744370814,1.0381402446708037,2.025433932691794,17.235319287510087,2.1920394621663344,1.3645593560288818,10.236649744816434,1.8265150938044772,0.6273595909968284,751
2497,0.4,-0.95,-80.1,0.066,1.01648,3.12,-0.46,9.1,3,2.04,R,***,Reg 3,0.0,0.49129445702419006,0.462977663399483,10.21244240794659,4.726920929083314,0.2832767163098405,9.911322026370843,1.4147427925026783,1.7099440636008822,3.9814924877714333,1.603793787786427,1.6712221139600012,0.49920451364031343,1.3061686396022743,0.466315368420965,523
2498,0.5,0.28,1.5,0.036,1.03621,3.23,0.42,10.1,2,1.69,R,***,Reg 3,7.142857142857142,0.4838348280883613,0.528034706106457,11.063097672223275,20.096583377782547,8.913098929853687,9.31916671601128,1.4788347297364348,1.7572706124191209,8.639868991441043,1.6896147096012255,1.3645593560288818,0.21977200096839808,1.296211225646752,0.5978044061122356,689
2499,1.43,0.24,17.8,0.047,0.98833,3.1,0.77,10.2,2,1.0,R,***,Reg 1,0.0,0.20084191847363853,0.12279035013523476,20.603827008859593,19.172633809843806,12.079300787419731,9.534172662660437,1.3047111557833748,1.7011977892015573,10.988025112374908,1.6979582451334554,1.3645593560288818,1e-08,0.83493329047084,-0.8610162195873488,736
2500,0.31,-0.97,13.3,0.367,0.9982,3.01,0.47,12.2,3,1.55,M,**,Reg 3,0.0,0.926578003726925,0.6983241245786113,9.47594418797894,4.616981259086225,11.157201017604804,16.862112663071034,1.3464092372577194,1.661269814333579,8.9580587948221,1.8569730500289119,1.6712221139600012,0.13965185882231548,1.7939196875640646,0.8773358753659062,370
2501,-1.02,1.87,-8.35,0.057,0.9538,3.14,1.99,8.6,3,1.55,M,*,Reg 1,0.0,0.1294888294468961,0.5742509221301113,1.8051336900211221,130.5059122506305,7.232594611650265,9.731760413687725,1.1136765790664191,1.7186458283496138,21.377150145955838,1.559112836571839,1.6712221139600012,0.13965185882231548,0.6702611199253327,0.6817121823757206,333
2502,0.53,0.02,0.9,0.035,1.01944,3.24,0.35,11.0,2,1.23,MB,**,Reg 2,0.0,0.3016214852412089,0.6445245704195366,11.324929159093257,14.799917442285265,8.805716761947037,9.299742309405818,1.4249212030259981,1.7615099762992226,8.204069466488884,1.7632858204906776,1.3645593560288818,0.024439951150497304,1.0233268308279275,0.7971628427071874,462
2503,0.59,0.39,52.1,0.063,0.96568,3.38,2.2,12.6,2,2.05,MB,**,Reg 3,0.0,0.9326381871813066,0.45041772515312806,11.857778927953655,22.873544668585676,20.310643098975127,9.85128577265978,1.1900977522874754,1.8198244077984855,23.511008802115004,1.8871688450684743,1.3645593560288818,0.5088493829021006,1.7997776192762955,0.4388106684492669,644
2504,0.86,0.51,3.15,-0.409,1.04315,3.43,0.47,8.9,3,1.5,R,*,Reg 2,0.0,0.42042083407249464,0.8001973448552623,14.407185007312561,26.34236887160916,9.211755471603068,2.677261161116815,1.4995173294382231,1.8402032039609615,8.9580587948221,1.5860724583418742,1.6712221139600012,0.11542093630316781,1.2082542924957547,1.0135148938884788,576
2505,0.785,0.49,7.7,0.049,0.996,3.05,-0.99,9.3,2,5.84,M,*,Reg 2,0.0,0.5106068177593742,0.8667095008509936,13.67413574848392,25.729692801047534,10.06082139971922,9.573528094806617,1.3374487017716763,1.6791328003869102,2.035825925359678,1.6213214315409623,1.3645593560288818,10.809510398899238,1.331601687780869,1.0933624763788379,247
2506,-0.58,0.0,-33.1,0.048,0.97429,3.19,0.43,4.0,2,3.91,R,**,Reg 3,0.0,0.5153488068628488,0.23110596257879124,3.67663266163959,14.455698009804815,3.784028073949435,9.553840246354822,1.237469426084599,1.7402098838797027,8.703046656889574,1.063331280755905,1.3645593560288818,3.907678269933885,1.3377726246329804,-0.22853463819731037,487
2507,0.98,1.61,67.7,0.052,0.9986,3.2,0.69,15.0,3,1.89,M,*,Reg 1,0.0,0.5163575007854868,0.8974370518018455,15.619873266960257,96.10970634813332,24.757944702625462,9.632713228706457,1.348019343387575,1.7444907082820547,10.426447771009494,2.059065394147907,1.6712221139600012,0.36560536261648213,1.339081609750762,1.1282024649617741,321
2508,0.26,0.61,1.9,0.066,1.00161,4.2,0.87,10.9,6,1.0,B,**,Reg 1,0.0,0.9921974862234465,0.5070490804835255,9.078687318708582,29.631658255803234,8.985048585765174,9.911322026370843,1.3599542623752916,2.129550883229608,11.710710074327359,1.7552528448709697,2.363443823825282,1e-08,1.8563658834101358,0.5572484794016165,602
2509,1.16,1.14,56.2,0.519,0.99516,3.35,0.51,15.2,2,4.28,M,*,Reg 1,0.0,0.19117924913225426,0.20118743579490694,17.530773607636107,55.28304322765727,21.43686819121167,21.06982154107861,1.3339793943702998,1.8074868467653262,9.21675329457608,2.0727467206605765,1.3645593560288818,4.964500430487525,0.8145844268566488,-0.36718807497237954,399
2510,0.23,-1.07,-82.1,0.034,0.99121,3.03,0.56,11.3,3,2.18,M,**,Reg 2,0.0,0.949443706508529,0.8402778424950941,8.84441621719989,4.104469022631789,0.22288684699312478,9.280338167557764,1.317291079705055,1.6702251880137466,9.545299740579978,1.787168120432723,1.6712221139600012,0.6426303816317633,1.815923414932028,1.0623904245028155,576
2511,-0.48,1.66,-43.0,0.039,0.95321,3.85,3.38,12.2,3,3.67,R,**,Reg 3,0.0,0.2358046905381651,0.9949664431070753,4.193841288211737,101.93370620933297,2.7146570514322814,9.37756152437213,1.1094483987226238,2.0032169796905306,37.38870278449953,1.8569730500289119,1.6712221139600012,3.289722719836996,0.9047463398320236,1.231370890111002,661
2512,0.27,1.47,-22.8,-0.434,0.9934,3.15,1.16,15.8,3,5.36,M,Desc,Reg 3,0.0,0.7300948832225548,0.5952958805660264,9.157458189220398,81.5127732644218,5.084663104398091,2.423175849389806,1.3266213070186355,1.7229802304824466,13.936644939616492,2.113259326231467,1.6712221139600012,8.771849814529737,1.5923606058218966,0.7177056449554318,250
2513,0.02,-0.57,39.2,0.036,1.02731,3.88,-0.2,12.1,2,1.0,R,*,Reg 1,0.0,0.2806944167671147,0.12987652825020735,7.290261927763084,7.392011422633159,16.965370877725665,9.31916671601128,1.4509716799127212,2.0143560861252654,5.172332023463507,1.8493470667286414,1.3645593560288818,1e-08,0.987168756043313,-0.8049006903578353,570
2514,0.14,0.74,-96.2,0.634,0.9933,3.26,0.45,10.2,3,4.37,R,Desc,Reg 1,7.142857142857142,0.24376813726260205,0.5770517201850278,8.159976502914683,34.529272201317355,0.0023235119961030433,24.5644001829718,1.3261995416470844,1.7699582422366125,8.830092430628156,1.6979582451334554,1.6712221139600012,5.240667736984565,0.9199070909526501,0.6865778191804753,576
2515,0.36,0.27,34.9,0.028,0.99186,2.17,-0.65,14.2,1,2.56,B,***,Reg 3,0.0,0.5581414801762833,0.5146778613613028,9.881707349027474,19.861503278456823,15.91712961805013,9.164338876375055,1.3200810099805333,1.227500111735798,3.2096517012211363,2.0034060034977124,0.9649150833430776,1.1231041765811831,1.3922238133657052,0.5721825087655321,915
2516,0.51,0.3,-27.7,0.645,1.00309,2.5,0.42,5.6,3,2.35,R,**,Reg 2,0.0,0.2462522175953007,0.5905688838961581,11.150034582842142,20.57512370979586,4.441998266730797,24.912707703864122,1.3657091625753268,1.4138707289548496,8.639868991441043,1.2581346421141064,1.6712221139600012,0.8411067763797688,0.9245853985448961,0.7097330722969347,434
2517,0.17,0.49,-8.6,-0.541,0.95383,3.09,0.51,10.2,5,3.16,R,***,Reg 1,0.0,0.3315796833326642,0.364668098991923,8.38506080930294,25.729692801047534,7.192224464121344,1.4788004320278283,1.1138902885026187,1.6968077459318867,9.21675329457608,1.6979582451334554,2.1575230219663686,2.1530572643348487,1.0729703840299554,0.22761141397380552,547
2518,0.24,0.27,11.4,0.034,0.96721,3.42,-1.31,9.0,3,2.27,MM,*,Reg 3,0.0,0.9908520394895995,0.9700859603589955,8.922166332698326,19.861503278456823,10.778860940484053,9.280338167557764,1.1989329242893705,1.836145539040512,1.174084604764888,1.5949577356238895,1.6712221139600012,0.7443839536568723,1.8551066092552697,1.2060460003807782,166
2519,0.59,0.42,45.1,0.086,0.99546,5.26,0.6,11.5,4,6.86,M,**,Reg 1,0.0,0.5926062002436975,0.7389212449969464,11.857778927953655,23.695387234266697,18.458049687661624,10.316224611982232,1.3352215386780062,2.4731013819139074,9.812279554432232,1.8029139084611698,1.9297524380738358,15.84549949449939,1.4345763738587425,0.9338455890414455,352
2520,0.25,0.35,8.3,-0.923,0.9947,3.03,0.34,10.5,3,2.59,MM,*,Reg 1,7.142857142857142,0.5549431114760695,0.2624738161324939,9.00025669986789,21.821923041342732,10.175579064689767,1e-08,1.332068007030989,1.6702251880137466,8.142732981951083,1.722746414352453,1.6712221139600012,1.1667116858379931,1.3882279264166524,-0.1012482887407431,395
2521,0.5,0.36,1.8,0.084,0.99704,1.16,0.3,14.3,5,2.44,R,*,Reg 2,0.0,0.5959419648997621,0.9285379013306762,11.063097672223275,22.080206604480747,8.967034055989274,10.27536958778771,1.341706970761255,0.01,7.899688519938283,2.010447698938355,2.1575230219663686,0.9569795554811767,1.4386094063600992,1.1622715025201296,678
2522,0.91,0.49,-16.5,-0.272,0.9928,2.17,1.45,13.8,4,3.29,B,**,Reg 3,0.0,0.8709269315529875,0.684172171972537,14.906517377921043,25.729692801047534,5.97472282407751,4.294526682359908,1.3240846550555123,1.227500111735798,16.356133948145825,1.9749881704929977,1.9297524380738358,2.4200017650978407,1.7392036338947126,0.8568614684599758,660
2523,0.3,-0.04,1.4,0.557,1.03133,2.95,-0.25,10.5,3,1.66,R,**,Reg 1,0.0,0.6752172770584897,0.4832049518514546,9.395812310782611,13.791090714159829,8.89515670887253,22.1949045348307,1.4637542802409773,1.6341092521728864,4.931241670719154,1.722746414352453,1.6712221139600012,0.20108073949329203,1.5313329390854105,0.5090794356813633,479
2524,0.26,-0.1,-61.7,0.455,0.99077,2.95,-0.5,12.2,4,5.2,R,**,Reg 2,7.142857142857142,0.18466775154236714,0.05246901357287537,9.078687318708582,12.851030002557737,1.1781363789631047,19.24108908820878,1.3153924022147718,1.6341092521728864,3.812095262187724,1.8569730500289119,1.9297524380738358,8.139878208125948,0.8005800380243582,-1.7115112427518655,771
2525,1.64,0.31,9.1,0.036,0.99216,3.01,0.31,9.0,3,1.2,B,****,Reg 3,0.0,0.781154727952572,0.4148080459717204,23.16546649650368,20.81865019706756,10.32960160777692,9.31916671601128,1.321362725833729,1.661269814333579,7.96010441402072,1.5949577356238895,1.6712221139600012,0.018483660763817956,1.6471132426214774,0.3564469327837812,1143
2526,-0.66,-0.53,-52.8,-0.923,0.97492,3.85,0.2,9.4,1,1.0,M,Desc,Reg 1,0.0,0.5987337965375263,0.6250885021530035,3.2873638807030225,7.748240296969319,1.8305869553315839,1e-08,1.2407287415730794,2.0032169796905306,7.308187697875146,1.6300145765268128,0.9649150833430776,1e-08,1.4419761378032636,0.7665420832832319,343
2527,0.19,0.28,-22.9,0.042,0.98397,2.7,0.37,10.8,2,3.89,M,Desc,Reg 3,0.0,0.5068882635750026,0.21656361898541088,8.536818271917417,20.096583377782547,5.07111364269764,9.43613871554967,1.2849446572343575,1.5157104818505527,8.327432878406011,1.7471829366473857,1.3645593560288818,3.854151761310264,1.3267425084201925,-0.2935329705035029,428
2528,0.4,0.33,2.9,0.091,1.04515,3.02,-0.81,9.5,2,1.0,M,***,Reg 2,0.0,0.011776767868285631,0.292446320610914,10.21244240794659,21.31438440173779,9.166188129451914,10.418716805723205,1.5053217572221158,1.6657535193856683,2.624121844422655,1.638661604787802,1.3645593560288818,1e-08,0.20086391686814462,0.00689007424191496,450
2529,0.25,-0.64,13.7,0.029,0.97302,3.22,0.83,8.9,3,1.09,R,*,Reg 2,7.142857142857142,0.025871257348501597,0.4061219611757556,9.00025669986789,6.807565657848982,11.237683111296098,9.183621429678649,1.2308196472150754,1.7530209964350274,11.418874318180288,1.5860724583418742,1.6712221139600012,0.0037496740837389777,0.2988431217095588,0.3352834403776477,575
2530,0.2,1.37,6.3,-0.375,0.98982,3.25,3.38,14.4,4,2.17,MM,Desc,Reg 2,14.285714285714285,0.4453534810376819,0.768597812843929,8.613207380731344,72.46437315598814,9.795584322603977,3.0431427367478046,1.3112647121556777,1.7657391619181761,37.38870278449953,2.01746481641747,1.9297524380738358,0.6317858411804862,1.2435789120218228,0.9732232215991793,330
2531,0.24,0.34,4.7,0.04,0.95853,3.36,0.38,10.6,2,3.94,R,*,Reg 2,0.0,0.7445134934754676,0.5110187085046933,8.922166332698326,21.566660754236345,9.496794762156924,9.397066990007234,1.145950870979241,1.8116087029376617,8.389459805785338,1.7309302537884312,1.3645593560288818,3.98866015086325,1.608010918994686,0.5650472117910902,674
2532,0.13,0.38,1.1,-0.233,0.99112,5.18,-0.96,11.8,3,2.87,R,**,Reg 1,0.0,0.7841803148631143,0.3834603396656018,8.085628904127518,22.605981020997355,8.841438509121177,4.8244647847435385,1.316903381580605,2.4488551028155894,2.128696923892088,1.826278064060969,1.6712221139600012,1.6137656668173324,1.6503006399042177,0.2778629370827459,507
2533,1.37,1.54,1.4,0.04,1.02163,3.12,-1.0,8.3,2,1.62,R,*,Reg 3,0.0,0.12647567821586891,0.7598121256580113,19.899490397751144,88.51083946085673,8.89515670887253,9.397066990007234,1.4323138166971485,1.7099440636008822,2.0053292210765576,1.5316787624092518,1.3645593560288818,0.17745101111516515,0.6624069741646991,0.9617262589078401,556
2534,0.05,-0.17,-49.9,-0.482,0.99182,3.07,0.23,8.9,3,1.83,R,*,Reg 3,0.0,0.8057548623760218,0.5704591246191317,7.503097173990769,11.834969605909457,2.0741132975045766,1.9708359058563196,1.3199098321865363,1.6879934075685303,7.483221394548759,1.5860724583418742,1.6712221139600012,0.31797949335601416,1.6728529641796452,0.6750869996196803,384
2535,-0.58,1.1,10.1,0.053,0.96551,3.01,-1.11,10.4,1,1.59,R,Desc,Reg 2,0.0,0.6124922703449894,0.9365135389906228,3.67663266163959,52.74138015267901,10.523756734517605,9.65248213618789,1.1891038359735064,1.661269814333579,1.6850552164757233,1.714523511897222,0.9649150833430776,0.16069768002308063,1.4584542645896212,1.1708244824795868,552
2536,0.26,0.3,-97.8,-0.276,0.98995,3.48,0.52,12.5,1,1.39,M,**,Reg 2,0.0,0.5789274214726847,0.6664668567887769,9.078687318708582,20.57512370979586,1e-08,4.241916825611668,1.3118318585688284,1.8603587795146577,9.282002288549178,1.8796653730069162,0.9649150833430776,0.07023375788989472,1.4179183876713455,0.8306414289124757,644
2537,0.22,0.95,-25.6,-0.342,0.9975,2.4,1.89,9.1,3,1.29,R,**,Reg 2,0.0,0.4145808532010684,0.6542627740347126,8.76700635337258,44.20789094756438,4.7121113578888005,3.4206657788829054,1.3435775727062473,1.360094307354148,20.39669985650158,1.603793787786427,1.6712221139600012,0.03884415670202642,1.1998298767842535,0.8121594700641327,304
2538,0.28,0.36,15.7,0.496,0.9893,2.48,0.39,12.4,3,1.53,M,**,Reg 3,0.0,0.5826944164168526,0.7765400097604793,9.236569311403342,22.080206604480747,11.644432107437218,20.403065982709688,1.3089887354672234,1.403280319656656,8.451716880778502,1.8721318274003516,1.6712221139600012,0.12968264261708198,1.4225252887053617,0.9835038478900205,551
2539,0.46,1.39,-39.7,0.051,0.98734,2.21,2.15,9.0,2,2.22,B,**,Reg 3,0.0,0.7704834380146839,0.08158210092073548,10.718752546459076,74.18989657145285,3.0514279895689085,9.612964585982432,1.3003015566962501,1.251569450582212,22.993741312761564,1.5949577356238895,1.3645593560288818,0.6869313674287858,1.6358216636669747,-1.269974971323465,753
2540,1.9,-0.99,1.0,0.05,0.9936,3.15,1.15,14.0,4,2.95,M,**,Reg 3,0.0,0.21984325255285175,0.1159702821571783,26.544913918931204,4.509598587867072,8.823568596934765,9.593236208015819,1.3274636329980787,1.7229802304824466,13.85666649835758,1.9892478337851665,1.9297524380738358,1.7547840411521474,0.8735672308754521,-0.9181711824158675,779
2541,0.64,0.49,-22.3,0.033,0.98081,3.2,-0.51,7.8,4,3.09,M,**,Reg 2,0.0,0.2614710507077178,0.08680292614537866,12.311177322959981,25.729692801047534,5.152681570880634,9.26095429046712,1.2700267171759663,1.7444907082820547,3.770321324826397,1.484829335188488,1.9297524380738358,2.0157776857135636,0.9527459049439487,-1.2079283577903879,447
2542,1.31,1.14,14.0,0.014,1.03227,2.27,-2.32,8.8,2,1.37,B,***,Reg 1,0.0,0.5033717233892349,0.3326251542316465,19.20740284680327,55.28304322765727,11.298234492150772,8.896510929652806,1.4666954445557419,1.2868296070613057,1e-08,1.5771371239669638,1.3645593560288818,0.06321757845878917,1.3221308788832271,0.13563419289413903,670
2543,0.42,0.09,1.6,-0.564,0.95098,2.98,0.47,11.4,1,1.64,B,**,Reg 2,14.285714285714285,0.44276044974030526,0.8634995563845461,10.37985144743291,16.07052568949711,8.931059228033531,1.3060996593153964,1.09301415280242,1.6477454967398566,8.9580587948221,1.795058279278665,0.9649150833430776,0.1890813105058456,1.239951990004189,1.089651908009509,824
2544,1.99,1.63,5.0,0.482,1.02897,2.27,-0.8,12.8,2,1.0,R,**,Reg 1,0.0,0.41211141412382857,0.577968638764266,27.76831228028171,98.39827301247405,9.55246529936637,20.002463345436926,1.4562909072570809,1.2868296070613057,2.658991353368753,1.90208699076272,1.3645593560288818,1e-08,1.196249760810714,0.6881655896039213,550
2545,-1.12,0.27,53.7,-0.547,0.96889,2.94,1.58,14.8,3,2.2,M,*,Reg 3,14.285714285714285,0.6525906053528937,0.5304094111893306,1.4716609658575996,19.861503278456823,20.746530134257064,1.4327145539097168,1.2084145088460345,1.6295384796644765,17.503562767789262,2.0452925528505146,1.6712221139600012,0.6645963097318914,1.505450399005524,0.6022917614857408,817
2546,-0.96,0.49,2.0,0.414,1.011,2.66,-1.01,10.1,5,2.13,MB,**,Reg 2,0.0,0.6312026917415032,0.19043540653032098,2.021549404733335,25.729692801047534,9.003081192739762,18.11317725091413,1.3952973931333565,1.4958972890784885,1.9750626644072766,1.6896147096012255,2.1575230219663686,0.5893305033672936,1.4805689406021967,-0.4221181545067773,504
2547,0.19,-0.12,15.9,0.038,0.99546,2.17,-0.76,10.7,2,4.1,B,***,Reg 1,0.0,0.5986268468518267,0.3540912487773149,8.536818271917417,12.552138182956707,11.685504705422423,9.358076323494435,1.3352215386780062,1.227500111735798,2.800770865291555,1.739075581680087,1.3645593560288818,4.43459044049698,1.441847309623244,0.19817664079338249,550
2548,0.39,-0.03,-4.8,0.36,1.01505,3.12,0.46,14.9,2,1.85,R,*,Reg 2,7.142857142857142,0.047499311508425235,0.19267172289670365,10.129248265710121,13.954321610101692,7.8180437770746485,16.679613933819372,1.4097457860968114,1.7099440636008822,8.893960538918206,2.0521905277194965,1.3645593560288818,0.33348565351273757,0.40550945541710953,-0.4104420587709037,549
2549,0.22,0.26,52.7,-0.049,0.9917,1.92,-0.78,10.5,2,1.3,R,***,Reg 1,0.0,0.23506028961089775,0.4677046246974056,8.76700635337258,19.629173032280775,20.473558421245272,7.740437338500702,1.3193958988089562,1.0648106597259446,2.7294208141024723,1.722746414352453,1.3645593560288818,0.04156784602445155,0.9033161506247348,0.47647399017029574,502
2550,0.26,0.34,-20.5,0.05,0.9937,3.19,0.7,11.5,3,3.03,B,****,Reg 3,0.0,0.18225624034190868,0.8910316224895672,9.078687318708582,21.566660754236345,5.401290030345795,9.593236208015819,1.327884195387658,1.7402098838797027,10.495839422031727,1.8029139084611698,1.6712221139600012,1.9017084890352183,0.7953309889226416,1.1210392265544633,589
2551,0.88,0.3,-60.8,0.27,0.99225,3.23,0.69,10.9,1,3.71,R,***,Reg 1,0.0,0.5054257995939662,0.6630578214922632,14.605897200542572,20.57512370979586,1.2376067356082263,14.421657366678415,1.3217465142462417,1.7572706124191209,10.426447771009494,1.7552528448709697,0.9649150833430776,3.389024015552151,1.324826566848073,0.8255130469296488,531
2552,0.36,1.2,1.4,0.922,0.9936,3.21,-1.36,3.2,2,6.07,MM,Desc,Reg 2,0.0,0.4378841914439159,0.20546583263423857,9.881707349027474,59.327031681950594,8.89515670887253,34.49204500990567,1.3274636329980787,1.7487610536068785,1.0607261777022348,0.95108292493725,1.3645593560288818,11.861238007849488,1.2331025821129642,-0.3461430399574843,114
2553,0.46,0.26,7.2,0.522,0.99509,4.45,0.55,13.9,2,1.55,R,***,Reg 3,0.0,0.3172644754086088,0.725935461244437,10.718752546459076,19.629173032280775,9.965687135207626,21.15757998292659,1.3336890608555807,2.2153829798726448,9.479130156151516,1.9821308253753402,1.3645593560288818,0.13965185882231548,1.0495417206697824,0.9161148272118381,475
2554,1.12,-1.47,-3.3,-0.36,1.02278,2.85,0.5,15.7,3,1.51,M,Desc,Reg 3,0.0,0.032999992673240275,0.18883406338385866,17.09660204069436,2.5636129968587804,8.072263402876018,3.2120083772861334,1.436150389601795,1.5878095398185739,9.151734448216825,2.1065613317889476,1.6712221139600012,0.1200825560086144,0.33774360010943294,-0.43056353673917364,534
2555,0.23,0.23,3.5,-0.35,0.99145,3.05,0.56,11.4,3,2.61,R,***,Reg 3,7.142857142857142,0.36686815427315667,0.1177307647107263,8.84441621719989,18.948361625083457,9.275739561200885,3.3271185656546054,1.3183232712114186,1.6791328003869102,9.545299740579978,1.795058279278665,1.6712221139600012,1.1962447706718238,1.1286492746652002,-0.9031019624052098,691
2556,0.19,0.48,-54.1,-0.503,0.96324,2.9,1.64,12.5,4,1.0,B,***,Reg 3,0.0,0.18548671398788996,0.4431740055636614,8.536818271917417,25.42871931587405,1.72635504959877,1.787618997303984,1.175586739858323,1.6111257217821178,18.046263713921316,1.8796653730069162,1.9297524380738358,1e-08,0.8023548327843419,0.42259692452221587,581
2557,0.36,0.54,60.1,0.385,1.04034,2.04,0.49,8.6,3,3.19,R,**,Reg 3,0.0,0.7429956349116216,0.22565470204105487,9.881707349027474,27.288845700331397,22.53635590402104,17.335954680135437,1.4912464563767764,1.1457881292035588,9.08694574947141,1.559112836571839,1.6712221139600012,2.2132756054461273,1.606370578851949,-0.252407284129029,299
2558,0.37,0.67,-56.2,0.299,0.98895,3.22,2.2,9.6,2,1.87,R,**,Reg 3,0.0,0.4675955526098218,0.3816284058918674,9.96388073625056,31.799232196596794,1.5644339925766784,15.131296971494663,1.3074501174198552,1.7530209964350274,23.511008802115004,1.6472632425698037,1.3645593560288818,0.349360943266227,1.2742653442901373,0.27307383965560206,502
2559,-1.11,1.67,72.0,0.28,0.99884,2.17,0.87,16.2,2,3.93,M,Desc,Reg 2,0.0,0.7710295777985079,0.8646608684412633,1.5034771057538803,103.14019020223,26.06114677256882,14.664435526730069,1.348982644547882,1.227500111735798,11.710710074327359,2.1398416579662323,1.3645593560288818,3.961573908154271,1.6364014406030172,1.0909959287163962,537
2560,0.53,0.54,1.8,0.043,1.03016,1.51,0.33,13.4,2,2.74,M,Desc,Reg 3,7.142857142857142,0.13030017628771218,0.41623556101173875,11.324929159093257,27.288845700331397,8.967034055989274,9.455704975457005,1.4600685230484733,0.7226400878331852,8.08162664502712,1.9461554234756993,1.3645593560288818,1.397207356012897,0.6723603159739681,0.35988259309267895,595
2561,0.32,0.26,-48.2,0.05,0.98763,3.14,2.62,9.6,2,1.83,B,***,Reg 3,0.0,0.8461443073247165,0.42950739707186014,9.556416316846391,19.629173032280775,2.223938303464639,9.593236208015819,1.3015979030607625,1.7186458283496138,28.083211407544834,1.6472632425698037,1.3645593560288818,0.31797949335601416,1.7142754587011846,0.39127183211678973,433
2562,0.29,-0.58,-15.9,0.605,1.00856,3.52,0.36,11.8,1,4.0,R,****,Reg 3,0.0,0.8374864784015281,0.6984950027152393,9.316020685257413,7.3055432530551085,6.0632323965559385,23.657888459917125,1.3863712495863472,1.8763273578553743,8.265636098640528,1.826278064060969,0.9649150833430776,4.153115537500156,1.705480903864084,0.8775805505688873,837
2563,1.59,0.21,62.6,0.05,0.9928,3.42,1.86,8.0,2,1.2,M,*,Reg 2,7.142857142857142,0.2873277704082531,0.21067196074059868,22.541942265933816,18.50765685017808,23.255617478873308,9.593236208015819,1.3240846550555123,1.836145539040512,20.107052648135202,1.503744268573612,1.3645593560288818,0.018483660763817956,0.9987716670946126,-0.3211179231059465,516
2564,0.615,0.42,12.0,-0.418,0.99727,3.19,0.34,9.3,3,1.7,R,**,Reg 2,0.0,0.5874841101753917,0.48598880711978987,12.083414838984549,23.695387234266697,10.897631743562904,2.5843313863615696,1.3426432490458502,1.7402098838797027,8.142732981951083,1.6213214315409623,1.6712221139600012,0.22618698625848305,1.4283614570298317,0.5148243940076145,568
2565,0.38,-0.72,4.5,0.038,0.99151,3.07,1.41,7.7,2,1.85,MB,***,Reg 2,0.0,0.20987166569131543,0.28665920132402467,10.046394375144779,6.19599323925386,9.459771456677391,9.358076323494435,1.3185809406322693,1.6879934075685303,16.010903945587664,1.4752809289489368,1.3645593560288818,0.33348565351273757,0.8535108610546003,-0.013098511536545388,927
2566,-0.04,0.48,54.7,-0.235,1.00038,3.5,-0.84,7.2,2,1.64,R,**,Reg 3,0.0,0.44634810602808195,0.1049925021779583,6.873778230428149,25.42871931587405,21.02130956713745,4.796538675776615,1.355115263030966,1.8683601288768978,2.5208942032674053,1.4265805770236704,1.3645593560288818,0.1890813105058456,1.2449673090736706,-1.017635983068196,489
2567,-0.2,-1.26,-34.0,0.055,0.9986,4.27,0.61,9.1,2,1.06,R,*,Reg 1,0.0,0.16013914930605355,0.5192951543609051,5.8230393316533515,3.2821984528410613,3.6794912609800323,9.692080745422986,1.348019343387575,2.15392866724335,9.879599876929896,1.603793787786427,1.3645593560288818,0.001669244463102501,0.7454675561768654,0.5811141142156623,510
2568,-0.02,0.49,7.7,-0.556,1.03431,2.46,-0.43,10.0,4,2.0,M,**,Reg 1,0.0,0.6967284999769642,0.27859125243979366,7.011245122855285,25.729692801047534,10.06082139971922,1.3649536078577271,1.4730182200564939,1.3926093755522597,4.110956956904547,1.6812297676358767,1.9297524380738358,0.46154786058507874,1.555540238460905,-0.04164912236157256,579
2569,0.42,0.49,42.2,0.28,1.02912,3.23,0.47,13.3,3,2.7,MB,**,Reg 1,0.0,0.9040722890134594,0.09694334934686677,10.37985144743291,25.729692801047534,17.716496521688402,14.664435526730069,1.4567686981100247,1.7572706124191209,8.9580587948221,1.9388802430805334,1.6712221139600012,1.3337116311840431,1.7719955854175438,-1.0974154838950112,1005
